Fecha;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HT
1/01/2024 1:00;31;31;1,1;0;128;3,7;0,5;5;18,56337035;17,9;0;13,7;0;81
1/01/2024 2:00;0;60;1,1;0;157;1,8;0,6;9,1;21,15360807;23,8;0;13,2;0;81
1/01/2024 3:00;0;57;0,9;0;188;0,4;0,7;17;23,31213951;33,2;0;12,6;0;83
1/01/2024 4:00;51,1;45;0,7;0;190;3,5;0,5;5,7;17,26825149;17,7;0;13,2;0;82
1/01/2024 5:00;49,5;31;0,8;0;195;2,6;0,5;7,3;18,27556616;20,1;0;13,2;0;80
1/01/2024 6:00;40,8;36;1,3;0;295;4;0,5;5,1;15,82923053;16,1;0;12,5;0;79
1/01/2024 7:00;32,5;20;0,9;0;339;6,1;0,4;7,3;13,526797;16,7;0;12,3;0;77
1/01/2024 8:00;28,3;12;1,2;0,1;286;11;0,4;9,1;12,23167814;17,6;0;14,4;0;69
1/01/2024 9:00;28,9;18;1,1;0;203;17,5;0,4;8,8;11,79997185;17;0;19,4;0;52
1/01/2024 10:00;20,8;18;0,5;0;265;24,2;0,3;6,1;8,346321551;11,9;0;21,3;0;46
1/01/2024 11:00;15,5;9;2;0;359;20,9;0,2;4,2;3,309748201;6,5;0;20,2;0;48
1/01/2024 12:00;12;12;2,4;0;117;21,3;0,2;4,1;2,590237723;5,8;0;21,5;0;43
1/01/2024 13:00;9;9;1;0;149;23;0,2;4,1;2,734139819;5,9;0;24,2;0;37
1/01/2024 14:00;6,1;5;1,3;0;168;24,8;0,2;4,1;2,590237723;6;0;24,7;0;33
1/01/2024 15:00;6;6;1,6;0;332;32,3;0,3;4,3;7,626811073;9,6;0;22,5;0;42
1/01/2024 16:00;0;11;2,9;0;307;37,6;0,4;5;11,36826556;12,9;0;21,7;0;52
1/01/2024 17:00;0;18;1,6;0;8;33,3;0,3;4,4;10,50485299;11,7;0;19,7;0;57
1/01/2024 18:00;0;21;2,3;0;264;25,4;0,4;4,9;16,26093682;16,2;0;17,3;0;65
1/01/2024 19:00;23,4;20;1,4;0;255;17,8;0,5;4,6;23,02433531;20,5;0;16,1;0;71
1/01/2024 20:00;27;27;2,1;0;286;10,5;0,5;6,3;29,35602753;26,7;0;15,8;0;72
1/01/2024 21:00;31;21;1,2;0;147;10,2;0,5;5,7;26,19018142;23,9;0;15;0;75
1/01/2024 22:00;22,3;19;1,5;0;5;5,2;0,6;7,7;32,80967782;30,6;0;14,4;0;78
1/01/2024 23:00;36;22;1;0;334;3;0,6;9,8;31,22675477;31,5;0;14,2;0;78
2/01/2024 0:00;25,6;10;1,2;0;17;2,4;0,5;15,6;33,24138411;38,7;0;14,4;0;78
2/01/2024 1:00;22,8;16;1,6;0;70;1,8;0,6;12,7;33,6730904;36,1;0;14,3;0;78
2/01/2024 2:00;25,8;22;1,7;0;133;0,5;0,6;16;36,11942602;41;0;14,1;0;79
2/01/2024 3:00;36,8;25;1,4;0;208;1,7;0,5;13,4;28,06090866;32,9;0;14,1;0;76
2/01/2024 4:00;28,6;25;1,1;0;231;0,8;0,4;9;24,17555208;25,9;0;13;0;72
2/01/2024 5:00;29,4;16;1,2;0;220;0,4;0,4;14,6;22,59262903;30,3;0;12,3;0;71
2/01/2024 6:00;23,8;18;0,8;0;238;0,3;0,7;35,3;25,75847513;53,2;0;11,7;0;73
2/01/2024 7:00;31,2;21;0,8;0;271;0,5;1,2;73,6;32,09016734;95,9;0;12,4;0;72
2/01/2024 8:00;31,8;31;1,3;0;352;7,3;0,9;43,7;22,44872693;59,2;0;14,7;0;64
2/01/2024 9:00;29,9;21;0,7;0;90;16,9;0,3;7,6;8,202419456;13,3;0;18,3;0;53
2/01/2024 10:00;21,6;16;2,2;0;43;19,3;0,2;6,6;5,612181733;10,6;0;20,2;0;45
2/01/2024 11:00;29,7;18;1,8;0;33;23,6;0,3;6;6,331692211;10,4;0;22,3;0;38
2/01/2024 12:00;22,4;9;0,9;0;62;30,7;0,3;7,1;10,2170488;14,1;0;22,3;0;37
2/01/2024 13:00;16,6;14;0,8;0;69;33,9;0,3;6,3;11,79997185;14,5;0;23,1;0;37
2/01/2024 14:00;12,8;12;1;0;354;37,9;0,4;6,2;14,96581795;16,6;0;22,6;0;41
2/01/2024 15:00;18,8;18;3,2;0;309;42,6;0,4;6,5;20,1462934;20,5;0;21,5;0;51
2/01/2024 16:00;23,5;23;1,1;0;296;40,6;0,5;6,4;23,74384579;22,9;0;19,8;0;56
2/01/2024 17:00;32,9;26;1,7;0;7;34,3;0,5;7,1;27,48530028;26,1;0;18,5;0;60
2/01/2024 18:00;35,9;25;2;0;13;23,9;0,8;7,9;38,13405536;34,3;0;17,1;0;64
2/01/2024 19:00;40,7;26;2,8;0;190;18,4;0,7;8,7;39,86088051;36,4;0;16,3;0;66
2/01/2024 20:00;42,6;26;1,4;0;34;14,4;0,6;8,1;33,38528621;31,3;0;15,5;0;67
2/01/2024 21:00;36,9;19;1,7;0;96;13,5;0,6;7,4;33,81699249;30,9;0;15,2;0;64
2/01/2024 22:00;34,3;23;2,1;0;207;4;0,7;16,4;52,52426494;52,8;0;15;0;66
2/01/2024 23:00;37,2;26;2;0;269;8,4;0,5;8,1;31,65846106;30,1;0;14;0;72
3/01/2024 0:00;37,2;13;1,6;0;307;5,5;0,4;7,5;31,37065687;29,3;0;13,5;0;76
3/01/2024 1:00;38,3;21;1,9;0;321;2,3;0,5;11,7;38,85356584;38,7;0;13,5;0;77
3/01/2024 2:00;34,1;17;1,2;0;309;5,4;0,4;5;29,21212543;25,3;0;13,4;0;76
3/01/2024 3:00;33,6;23;1,4;0;316;2,6;0,4;7,1;32,95357992;30,1;0;13,2;0;76
3/01/2024 4:00;24,7;22;0,8;0;289;0,3;0,6;16,9;34,39260088;40,8;0;12,6;0;79
3/01/2024 5:00;38,1;19;0,9;0;228;0,3;0,5;18,6;32,09016734;40,9;0;11,9;0;78
3/01/2024 6:00;27,9;23;1,2;0;225;0,3;1;62,3;31,51455896;83,9;0;11,6;0;78
3/01/2024 7:00;31,6;26;1,1;0;186;0,4;1,8;125;34,82430716;149,3;0;11,3;0;79
3/01/2024 8:00;43,4;38;1,3;0;200;2,4;1,3;67,3;33,24138411;90,3;0;13,5;0;72
3/01/2024 9:00;39,1;30;1;0;141;9,9;0,9;34,5;35,54381764;59,2;0;18,1;0;57
3/01/2024 10:00;47,9;29;0,9;0;249;17,3;0,6;19,1;26,19018142;37,3;0;20,9;0;47
3/01/2024 11:00;47,2;21;0,8;0;205;25,8;0,4;10,7;18,56337035;23,6;0;21,7;0;41
3/01/2024 12:00;34,3;13;1,1;0;177;32,5;0,4;7,9;15,39752424;18,6;0;22,9;0;37
3/01/2024 13:00;25,2;21;1,2;0;237;37,6;0,4;7,4;16,8365452;19,1;0;22,9;0;35
3/01/2024 14:00;19,3;15;3,2;0;176;42,7;0,4;6,6;17,69995777;18,9;0;22,5;0;44
3/01/2024 15:00;0;28;0,3;0;285;38,6;0,5;6,3;22,88043322;22,3;0;19,7;0;52
3/01/2024 16:00;44,5;27;1,6;0;318;35,2;0,5;7,3;25,47067094;25;0;19,6;0;54
3/01/2024 17:00;43,7;22;2,4;0;284;35,1;0,5;6,8;22,16092274;22,2;0;19,7;0;56
3/01/2024 18:00;44,6;19;3;0;285;26,2;0,6;7,5;27,62920238;26,7;0;17,9;0;61
3/01/2024 19:00;46,3;14;2,6;0;305;14,1;0,7;10,3;31,51455896;32,3;0;16,4;0;67
3/01/2024 20:00;35,2;22;2;0;4;7,3;0,5;13,3;29,93163591;34,1;0;15,3;0;62
3/01/2024 21:00;30,7;8;1,7;0;145;3,9;0,6;14,7;33,96089459;38,3;0;14,7;0;61
3/01/2024 22:00;29,8;15;1,6;0;211;1,2;0,7;19,1;38,27795746;45,8;0;14,7;0;59
3/01/2024 23:00;28,4;19;1;0;129;0,5;0,7;19,7;36,40723022;45;0;13,6;0;64
4/01/2024 0:00;27,2;11;0,9;0;122;0,4;0,9;34,6;35,83162183;59,5;0;12,5;0;68
4/01/2024 1:00;35,4;23;1,1;0;128;0,3;0,8;54,6;34,68040507;78,7;0;12,1;0;73
4/01/2024 2:00;42,9;26;0,6;0;133;0,2;0,7;49;33,09748201;72;0;10,4;0;80
4/01/2024 3:00;46,9;24;0,9;0;139;0,2;0,9;64;30,2194401;85;0;10,5;0;80
4/01/2024 4:00;48;21;1,2;0;140;0,1;0,8;68,5;27,34139819;87,5;0;10,5;0;80
4/01/2024 5:00;38,2;17;1,4;0;96;0,3;0,6;58,1;26,04627932;76,3;0;10,2;0;80
4/01/2024 6:00;37,8;18;1,3;0;76;0,3;0,9;74,4;25,32676885;92;0;9,5;0;81
4/01/2024 7:00;35,5;22;1,3;0;82;0,6;0,8;57,5;24,89506256;74,9;0;9,6;0;81
4/01/2024 8:00;34,3;21;1,2;0;119;1,4;1,5;82,6;36,11942602;107,7;0;11,8;0;75
4/01/2024 9:00;42,3;33;0,6;0;27;8;1;41,7;38,27795746;68,3;0;17,1;0;57
4/01/2024 10:00;52,7;28;0,8;0;34;18,3;0,7;23,5;35,68771974;48,3;0;20,5;0;44
4/01/2024 11:00;38;24;0,2;0;49;29,9;0,3;11,4;20,57799969;25,8;0;22,5;0;33
4/01/2024 12:00;35,1;14;1,7;0;347;39,3;0,3;8,3;17,69995777;20,6;0;23,4;0;30
4/01/2024 13:00;25;12;0,6;0;335;47,9;0,3;6,8;16,6926431;18,5;0;25,1;0;25
4/01/2024 14:00;18;12;1,3;0;305;39,4;0,3;8,3;22,16092274;23,7;0;21,6;0;44
4/01/2024 15:00;33,4;23;2,7;0;153;35,9;0,3;6,8;20,1462934;20,8;0;19,9;0;50
4/01/2024 16:00;42,7;19;1,4;0;29;36,4;0,3;6,8;17,98776196;19,3;0;21,2;0;48
4/01/2024 17:00;41,2;19;0,8;0;247;31,3;0,4;7,7;19,71458711;21,4;0;20,6;0;50
4/01/2024 18:00;47,7;13;0,9;0;24;22,7;0,5;9,9;27,77310447;29,2;0;18,5;0;57
4/01/2024 19:00;39,6;16;2,8;0;214;14,8;0,7;9,7;35,11211135;34,1;0;16,5;0;66
4/01/2024 20:00;36,8;20;1,9;0;230;8,1;0,7;9,8;40,4364889;37,9;0;15,2;0;72
4/01/2024 21:00;38,2;28;1;0;227;6,4;0,6;11,5;38,99746794;38,6;0;14,8;0;73
4/01/2024 22:00;41,1;24;1,7;0;327;3,4;0,7;16,6;43,02672662;46,6;0;14,3;0;75
4/01/2024 23:00;39,4;22;1;0;226;3,5;0,5;14,6;38,56576165;41,4;0;14,6;0;73
5/01/2024 0:00;34,8;23;0,8;0;188;5,6;0,3;9,3;30,50724429;30,5;0;14,3;0;70
5/01/2024 1:00;31,6;16;1,5;0;107;3;0,4;11,9;33,96089459;35,5;0;13,8;0;72
5/01/2024 2:00;28,2;19;2,4;0;224;7,7;0,3;7,2;24,17555208;24;0;13,6;0;72
5/01/2024 3:00;22,9;11;1,8;0;176;5,5;0,2;6;27,48530028;25,1;0;13,1;0;73
5/01/2024 4:00;28,2;9;0,5;0;29;6,7;0,3;5,6;25,18286675;23,1;0;12,8;0;75
5/01/2024 5:00;26,6;13;1,1;0;57;1,8;0,3;12,6;31,51455896;34,5;0;11,6;0;79
5/01/2024 6:00;24,3;15;1,2;0;192;0,3;0,8;51,3;39,28527213;78,5;0;11,8;0;79
5/01/2024 7:00;26,3;23;1,3;0;223;0,7;1,3;79,8;41,58770566;108,5;0;11,7;0;79
5/01/2024 8:00;40,4;40,4;1,4;0;273;2,5;1,2;63,8;44,03404129;94,3;0;13,4;0;72
5/01/2024 9:00;44,4;31;0,5;0;10;9,2;0,8;31,3;35,97552393;56,3;0;15,2;0;64
5/01/2024 10:00;37,7;30;0,7;0;191;21,3;0,6;17,9;30,075538;38,8;0;20,9;0;45
5/01/2024 11:00;44,6;27;0,5;0;21;30,8;0,5;12,1;27,19749609;30,9;0;21,1;0;40
5/01/2024 12:00;32,1;24;1,6;0;25;40,2;0,3;9,1;21,44141226;24,1;0;22;0;35
5/01/2024 13:00;37,8;22;1,5;0;164;48,8;0,3;6,8;20,1462934;20,7;0;22,5;0;36
5/01/2024 14:00;31;30;2,3;0;298;48,1;0,3;7,1;20,2901955;21,1;0;22,5;0;39
5/01/2024 15:00;36,1;20;0,4;0;258;46,5;0,3;6,4;17,69995777;18,7;0;22,8;0;40
5/01/2024 16:00;41,6;24;1,8;0;239;41,3;0,3;6,7;17,69995777;19;0;21,2;0;46
5/01/2024 17:00;32,2;19;1,2;0;203;35,2;0,4;7,2;22,01702064;22,5;0;20,3;0;48
5/01/2024 18:00;39,1;20;0,3;0;13;23,9;0,6;9;29,06822333;29,2;0;17,5;0;60
5/01/2024 19:00;34,9;15;2;0;185;17,3;0,7;7,2;34,82430716;31,4;0;16,2;0;66
5/01/2024 20:00;34;27;2,4;0;220;11,6;0,6;8,7;42,30721614;38;0;15,8;0;67
5/01/2024 21:00;49;25;1,3;0;289;12,1;0,6;6,1;37,70234908;32,4;0;15,7;0;67
5/01/2024 22:00;41,5;25;1,5;0;217;10,1;0,7;8,5;40,86819518;36,9;0;15,1;0;70
5/01/2024 23:00;36,8;24;1,4;0;357;11,6;0,5;5,9;31,51455896;27,8;0;14,7;0;74
6/01/2024 0:00;29,6;20;1,8;0;342;5,4;0,5;6,8;37,55844698;32,9;0;14,7;0;71
6/01/2024 1:00;34;25;1,6;0;4;5,2;0,5;7,6;38,99746794;34,8;0;13,8;0;68
6/01/2024 2:00;33,1;25;0,9;0;39;5,3;0,5;10,1;34,82430716;34,3;0;12,6;0;72
6/01/2024 3:00;40,7;25;1,5;0;123;7,2;0,3;4,3;29,35602753;24,7;0;11,2;0;76
6/01/2024 4:00;41,7;21;0,8;0;255;3,7;0,3;7,2;33,5291883;30,5;0;10,4;0;78
6/01/2024 5:00;41,9;17;2;0;342;3,7;0,3;5,7;31,65846106;27,7;0;10,2;0;79
6/01/2024 6:00;30;19;1,4;0;305;0,9;0,4;17,8;36,11942602;42,9;0;9,6;0;80
6/01/2024 7:00;28;28;0,6;0;278;1,4;0,6;30,3;35,97552393;55,3;0;9,5;0;80
6/01/2024 8:00;33,7;26;1,4;0;48;8,2;0,7;25,6;32,95357992;48,6;0;11,6;0;71
6/01/2024 9:00;36;23;1,3;0;178;17,2;0,7;20,2;36,26332812;45,3;0;16,8;0;52
6/01/2024 10:00;37,7;28;1;0;176;25,6;0,6;15,4;29,35602753;35,8;0;20,8;0;37
6/01/2024 11:00;30,1;24;1,6;0;293;32,2;0,4;11,2;22,59262903;26,9;0;22,9;0;27
6/01/2024 12:00;21,5;13;0,4;0;20;29,9;0,2;6,8;9,06583203;13,1;0;23,9;0;22
6/01/2024 13:00;16,4;8;1,2;0;288;28,1;0,2;5,9;5,612181733;9,8;0;25,5;0;17
6/01/2024 14:00;13,1;4;1,3;0;283;26,1;0,2;5,7;5,03657335;9,2;0;25,7;0;19
6/01/2024 15:00;10,8;4;0,8;0;14;25,6;0,2;5,2;5,324377541;8,9;0;24,1;0;26
6/01/2024 16:00;13;6;0,5;0;346;25,9;0,1;4,8;4,173160776;7,7;0;24,2;0;28
6/01/2024 17:00;24,6;10;0,4;0;285;25,5;0,2;4,4;4,460964967;7,6;0;23,4;0;30
6/01/2024 18:00;18,4;7;0,7;0;283;23,8;0,2;4,5;6,619496403;9,1;0;20,5;0;35
6/01/2024 19:00;12,7;6;0,9;0;3;16,4;0,4;6,3;18,41946825;19,2;0;17,1;0;50
6/01/2024 20:00;0;19;0,5;0;153;18,6;0,3;6,6;14,24630748;16,5;0;15,6;0;56
6/01/2024 21:00;14,9;13;1,1;0;153;13,6;0,4;6,6;21,29751017;21,4;0;14,3;0;59
6/01/2024 22:00;16,3;13;0,6;0;184;8,9;0,5;8,1;26,9096919;26,8;0;13,2;0;63
6/01/2024 23:00;18;13;1,2;0;229;2,4;0,7;15,5;36,8389365;41,1;0;12,8;0;63
7/01/2024 0:00;26,6;19;1;0;182;0,6;0,8;29;38,99746794;56,2;0;12,3;0;60
7/01/2024 1:00;25,2;22;1,5;0;178;0,4;0,8;33,3;36,55113231;58,8;0;11,9;0;58
7/01/2024 2:00;28,1;17;1,4;0;153;0,4;0,7;27,9;34,96820926;52,2;0;11;0;63
7/01/2024 3:00;26,5;15;1,5;0;124;1,4;0,5;13,9;31,94626525;36,1;0;10,1;0;67
7/01/2024 4:00;20,2;12;1,5;0;118;2,4;0,3;5,7;27,91700657;25;0;9,7;0;68
7/01/2024 5:00;27,2;17;0,7;0;131;1,7;0,3;6,4;27,62920238;25,6;0;9;0;70
7/01/2024 6:00;23,7;20;0,2;0;173;0,5;0,5;25,1;30,50724429;46,3;0;8,5;0;73
7/01/2024 7:00;33;21;0,8;0;92;1;1;45,1;30,50724429;66,3;0;8,7;0;73
7/01/2024 8:00;27;27;1,5;0;85;10,2;0,6;23,8;25,75847513;41,7;0;11,2;0;63
7/01/2024 9:00;22;17;1,5;0;53;19,5;0,3;9,8;13,95850328;19,5;0;16,9;0;45
7/01/2024 10:00;31,4;8;1,3;0;103;21,8;0,2;5,7;5,324377541;9,4;0;20,6;0;35
7/01/2024 11:00;22,9;12;0,9;0;22;20;0,2;5,7;3,453650297;8,1;0;20,7;0;37
7/01/2024 12:00;18,4;7;1,8;0;170;19,5;0,2;5,6;3,02194401;7,7;0;21,1;0;39
7/01/2024 13:00;13,2;9;0,6;0;231;20,4;0,2;4,4;2,590237723;6,1;0;22,6;0;38
7/01/2024 14:00;17,5;7;0,7;0;172;19,7;0,2;4,6;3,02194401;6,7;0;22,8;0;37
7/01/2024 15:00;14,5;6;1,4;0;137;20,5;0,2;4,6;2,878041914;6,5;0;23,3;0;35
7/01/2024 16:00;13,7;7;0,4;0;56;21,3;0,2;5;3,453650297;7,3;0;23,3;0;34
7/01/2024 17:00;28,7;7;2,1;0;91;21,6;0,2;5,2;4,317062871;8,2;0;20,2;0;41
7/01/2024 18:00;19,8;8;1,4;0;122;21;0,2;4,2;4,604867063;7,4;0;19,1;0;46
7/01/2024 19:00;13,8;11;1,4;0;121;16,4;0,3;5,7;10,93655927;13,3;0;16,3;0;57
7/01/2024 20:00;13;13;1,2;0;18;13,8;0,3;4,8;14,10240538;14,6;0;15,2;0;59
7/01/2024 21:00;11,4;10;1,6;0;57;11,8;0,4;6,4;17,69995777;18,7;0;14,5;0;59
7/01/2024 22:00;14;14;0,6;0;4;16,6;0,3;4,9;10,93655927;12,5;0;14,5;0;58
7/01/2024 23:00;15;15;1,2;0;331;10,1;0,4;6;18,85117454;19,1;0;13,8;0;62
8/01/2024 0:00;24,5;17;1,4;0;95;6,4;0,4;4,9;21,44141226;19,8;0;12,5;0;67
8/01/2024 1:00;24,4;12;1,5;0;145;3;0,4;7,6;27,34139819;26,7;0;11,5;0;71
8/01/2024 2:00;22,5;18;1,2;0;228;5,3;0,3;4,2;23,31213951;20,4;0;11,3;0;73
8/01/2024 3:00;25;11;0,9;0;346;1,3;0,4;7,8;29,49992962;28,3;0;10,4;0;76
8/01/2024 4:00;20,5;18;0,8;0;150;2,4;0,3;7,8;24,60725837;24,9;0;9,8;0;78
8/01/2024 5:00;23;13;0,6;0;20;1,1;0,4;12,4;27,34139819;31,4;0;9,3;0;79
8/01/2024 6:00;27,7;17;1,1;0;36;0,2;0,5;21,1;28,63651705;41;0;8,9;0;81
8/01/2024 7:00;23,6;17;1;0;17;0,7;0,8;46,5;29,06822333;66,7;0;9,4;0;80
8/01/2024 8:00;28,1;23;1,5;0;8;4;0,8;39,6;31,51455896;61,5;0;11,5;0;73
8/01/2024 9:00;39,6;27;1,5;0;11;13,1;0,6;21,3;25,61457304;39,1;0;16,8;0;55
8/01/2024 10:00;37,8;26;1,5;0;280;22,4;0,4;10,9;16,6926431;22,6;0;19,8;0;42
8/01/2024 11:00;29,4;19;1,4;0;46;24,9;0,2;6,2;7,339006881;11,3;0;21;0;37
8/01/2024 12:00;21,6;11;2;0;32;28,2;0,2;5,6;6,763398499;10,2;0;23,1;0;33
8/01/2024 13:00;15,6;7;0,6;0;170;24;0,2;5,6;4,748769159;8,8;0;24;0;30
8/01/2024 14:00;14,9;6;1,4;0;330;23,7;0,2;5,4;4,460964967;8,4;0;25,1;0;26
8/01/2024 15:00;14,5;10;1,1;0;43;25,1;0,2;5;3,597552393;7,5;0;24,8;0;29
8/01/2024 16:00;11,6;9;2;0;181;30,9;0,4;6,8;13,3828949;16,1;0;21,8;0;47
8/01/2024 17:00;30,5;16;0,5;0;1;25,6;0,3;7,2;12,37558023;15,8;0;20,2;0;51
8/01/2024 18:00;25,5;13;1,5;0;55;19,1;0,4;7,3;15,54142634;18,1;0;18,4;0;51
8/01/2024 19:00;21,2;11;2,1;0;92;11,9;0,4;7,2;22,01702064;22,5;0;16,2;0;55
8/01/2024 20:00;17,4;12;0,8;0;27;8,9;0,5;6,1;25,32676885;23,7;0;14,7;0;60
8/01/2024 21:00;17;17;0,6;0;217;5,6;0,7;13,2;31,80236315;35,3;0;13,5;0;67
8/01/2024 22:00;25,4;12;0,4;0;86;13,5;0,5;6,6;17,41215358;18,7;0;13,7;0;64
8/01/2024 23:00;21,7;11;1,5;0;282;13,6;0,4;5,1;14,82191586;15,4;0;13,1;0;64
9/01/2024 0:00;17,2;14;1,1;0;243;11,7;0,3;5,1;15,68532843;16;0;12;0;68
9/01/2024 1:00;17,6;15;1,1;0;195;0,9;0,5;16,1;33,09748201;39,1;0;11,4;0;71
9/01/2024 2:00;17,5;16;1,1;0;112;0,9;0,4;14,3;32,80967782;37,1;0;11,2;0;72
9/01/2024 3:00;24,2;23;1,3;0;81;0,8;0,4;15,4;31,94626525;37,6;0;11;0;73
9/01/2024 4:00;30,3;20;1,3;0;77;0,5;0,4;13,6;30,93895058;35,1;0;9,7;0;77
9/01/2024 5:00;26,4;19;0,8;0;63;0,5;0,3;14,1;29,21212543;34,4;0;9,4;0;78
9/01/2024 6:00;29,4;21;1,3;0;324;0,3;0,6;36,8;31,65846106;58,8;0;9;0;78
9/01/2024 7:00;25,8;20;1,3;0;238;0,7;0,9;54,2;30,93895058;75,7;0;9,2;0;76
9/01/2024 8:00;34,1;27;1,4;0;208;3,8;0,9;54,9;29,35602753;75,2;0;11;0;69
9/01/2024 9:00;36,9;30;0,8;0;153;12,3;0,6;27,9;29,21212543;48,2;0;16,1;0;53
9/01/2024 10:00;31,5;26;1,9;0;143;19,6;0,5;19,8;28,92432124;39,9;0;20;0;41
9/01/2024 11:00;45,2;21;0,8;0;53;24,9;0,6;18,1;32,95357992;41,1;0;22,7;0;34
9/01/2024 12:00;40,3;16;1,9;0;214;32,6;0,5;11,1;28,06090866;30,6;0;24,5;0;30
9/01/2024 13:00;36,6;9;0,7;0;78;19;0,2;7,9;9,06583203;14,2;0;25,2;0;28
9/01/2024 14:00;26,3;6;2,4;0;207;26,6;0,4;8,6;22,16092274;24;0;21,8;0;44
9/01/2024 15:00;26,7;22;2,3;0;228;24,1;0,5;10,7;26,47798561;29,2;0;20,6;0;50
9/01/2024 16:00;41,9;24;1,6;0;342;18,2;0,5;12,3;28,63651705;32,2;0;21,9;0;43
9/01/2024 17:00;47,7;16;1,7;0;206;18,3;0,6;11,5;30,3633422;32,6;0;21,3;0;49
9/01/2024 18:00;41,1;19;0,8;0;258;12,3;0,8;14,2;33,6730904;37,6;0;19,3;0;59
9/01/2024 19:00;39,2;22;0,7;0;250;7,5;0,9;17,1;39,86088051;44,9;0;16,8;0;66
9/01/2024 20:00;50;21;0,4;0;186;5,8;0,9;14;41,58770566;42,9;0;16;0;70
9/01/2024 21:00;42,4;26;1,5;0;249;2,6;0,9;17,9;43,602335;48,2;0;15,3;0;70
9/01/2024 22:00;49,9;33;1,1;0;323;2,7;0,7;11,3;39,71697842;38,8;0;14,6;0;68
9/01/2024 23:00;41,1;22;1,3;0;359;0,5;0,7;27,2;41,29990147;55,9;0;13,4;0;68
10/01/2024 0:00;35,5;23;1,2;0;309;0,5;0,9;50,5;38,42185956;77,2;0;12,8;0;67
10/01/2024 1:00;36,6;33;0,7;0;194;0,4;0,8;52;37,84625117;78,3;0;12,2;0;66
10/01/2024 2:00;46,5;22;0,8;0;172;0,4;0,6;40;36,55113231;65,2;0;10,8;0;72
10/01/2024 3:00;41;26;0,8;0;166;0,2;0,5;24,8;33,24138411;47,9;0;10,9;0;73
10/01/2024 4:00;39,2;25;1,1;0;37;0,4;0,3;12,4;30,3633422;33,5;0;10,2;0;75
10/01/2024 5:00;36,2;17;1,1;0;155;0,2;0,5;38,6;31,08285267;60,2;0;10,2;0;76
10/01/2024 6:00;40,2;22;0,5;0;341;0,4;0,7;63,9;32,23406944;86,3;0;9,2;0;77
10/01/2024 7:00;37,9;29;0,5;0;75;0,5;1,6;114,9;35,25601345;139,4;0;9,9;0;77
10/01/2024 8:00;49,6;37;1,1;0;148;2,3;1,6;88,2;45,04135596;119,5;0;12,1;0;69
10/01/2024 9:00;49,4;41;1,3;0;242;7,3;1,3;61,7;55,40230685;100,2;0;17,4;0;53
10/01/2024 10:00;53,6;43;1,1;0;313;15,5;0,6;25,1;28,20481076;44,7;0;21,1;0;42
10/01/2024 11:00;58,4;20;0,6;0;287;23;0,4;13,3;20,72190178;27,7;0;23;0;35
10/01/2024 12:00;43,5;12;0,4;0;124;29,9;0,3;9,3;18,99507663;22,5;0;23,3;0;33
10/01/2024 13:00;33,9;10;0,8;0;208;23,4;0,2;6,5;11,22436347;14,2;0;24,6;0;29
10/01/2024 14:00;25,1;8;1,2;0;260;41,7;0,5;6,6;30,65114639;27,8;0;22;0;43
10/01/2024 15:00;40;40;2,3;0;198;48,9;0,5;7,5;28,34871286;27,2;0;22,6;0;47
10/01/2024 16:00;51,1;36;2,1;0;267;37,5;0,6;6,2;31,08285267;27,9;0;20,3;0;55
10/01/2024 17:00;51,4;28;1,5;0;185;28,5;0,7;8,6;44,89745386;39,8;0;18,7;0;60
10/01/2024 18:00;56,7;35;1,1;0;139;22,4;0,8;6,8;46,9120832;39,5;0;17,8;0;65
10/01/2024 19:00;58,4;35;2;0;106;12,5;1;10,3;51,08524398;45,8;0;16,8;0;70
10/01/2024 20:00;54,4;27;0,5;0;48;10,9;0,9;12,4;51,08524398;47,9;0;16,1;0;73
10/01/2024 21:00;54;34;1,1;0;244;6,2;0,6;9,9;37,27064279;35,8;0;15,4;0;65
10/01/2024 22:00;37,8;17;0,7;0;17;5,4;0,5;9;29,64383172;29,5;0;13,7;0;64
10/01/2024 23:00;36,2;12;1,2;0;309;6,4;0,5;10,7;26,9096919;29,5;0;13,3;0;65
11/01/2024 0:00;25,7;14;1,2;0;308;6,6;0,4;9;24,17555208;25,8;0;12,6;0;68
11/01/2024 1:00;31,2;11;1,8;0;310;4,6;0,4;10,1;28,63651705;30;0;12,5;0;69
11/01/2024 2:00;22,9;17;1,7;0;337;1,1;0,3;10;31,80236315;32,1;0;11,6;0;73
11/01/2024 3:00;22,8;13;0,1;0;96;1,7;0,3;9,5;29,06822333;29,7;0;11;0;74
11/01/2024 4:00;24,8;9;1,4;0;67;2,6;0,3;7,1;25,90237723;25;0;10,5;0;74
11/01/2024 5:00;18,4;9;1,3;0;58;1;0,3;11,4;28,06090866;30,8;0;9,9;0;75
11/01/2024 6:00;13,2;13;1,1;0;45;0,3;0,6;43,2;28,92432124;63,2;0;9,2;0;78
11/01/2024 7:00;25;21;1,5;0;339;0,7;1,2;76,8;31,65846106;98,8;0;9,9;0;75
11/01/2024 8:00;31,3;28;0,5;0;78;3,2;1,2;66,7;33,5291883;89,9;0;12,9;0;63
11/01/2024 9:00;27,5;23;2;0;312;9,8;0,6;31,7;24,60725837;48,9;0;17,8;0;48
